STN,YYYYMMDD,   FG,  FHX,  FHN,  FXX
  260,20030820,   18,   40,    0,   70
  260,20030821,   30,   50,    0,  100
  260,20030822,   35,   50,   20,   90
  260,20030823,   29,   50,   10,   90
  260,20030824,   20,   40,   10,   60
  260,20030825,   27,   40,   20,   80
  260,20030826,   23,   40,   10,   70
  260,20030827,   20,   40,    0,   80
  260,20030828,   14,   30,    0,   70
  260,20030829,   25,   30,   20,   70
  260,20030830,   29,   50,   10,  110
  260,20030831,   25,   50,   10,  100
  260,20030901,   25,   50,   10,  110
  260,20030902,   15,   30,    0,   70
  260,20030903,   13,   30,    0,   60
  260,20030904,   14,   30,    0,   50
  260,20030905,   26,   50,   10,   90
  260,20030906,   24,   40,   10,  100
  260,20030907,   16,   20,   10,   40
  260,20030908,   16,   40,    0,   80
  260,20030909,   20,   40,   10,   90
  260,20030910,   21,   40,   10,   70
  260,20030911,   27,   50,   10,  100
  260,20030912,   17,   50,   10,   80
  260,20030913,   13,   30,    0,   60
  260,20030914,   15,   30,    0,   60
  260,20030915,   10,   20,    0,   50
  260,20030916,   13,   20,    0,   50
  260,20030917,   15,   30,   10,   60
  260,20030918,   28,   50,   20,   90
  260,20030919,   21,   40,   10,   80
  260,20030920,   16,   30,   10,   50
  260,20030921,   20,   30,   10,   80
  260,20030922,   44,   80,   20,  150
  260,20030923,   23,   50,   10,  150
  260,20030924,   10,   20,    0,   40
  260,20030925,   24,   50,   10,   90
  260,20030926,   23,   40,   10,   80
  260,20030927,   14,   30,    0,   40
  260,20030928,   22,   40,   10,   60
  260,20030929,   23,   50,    0,  120
  260,20030930,   26,   40,   10,   60
  260,20031001,   25,   40,   10,   70
  260,20031002,   15,   20,   10,   40
  260,20031003,   18,   30,   10,   60
  260,20031004,   23,   40,   10,  130
  260,20031005,   25,   40,   10,  100
  260,20031006,   48,   60,   30,  140
  260,20031007,   46,   60,   30,  170
  260,20031008,   40,   70,   20,  130
  260,20031009,   30,   50,   20,   90
  260,20031010,   40,   60,   10,  140
  260,20031011,   19,   30,    0,   80
  260,20031012,   23,   50,    0,   70
  260,20031013,   42,   60,   30,  100
  260,20031014,   49,   60,   40,  110
  260,20031015,   42,   60,   30,   90
  260,20031016,   37,   50,   30,   80
  260,20031017,   41,   60,   30,   90
  260,20031018,   29,   40,   20,   70
  260,20031019,   26,   50,   10,   80
  260,20031020,   29,   40,   10,   90
  260,20031021,   21,   30,   10,   50
  260,20031022,   37,   50,   20,   90
  260,20031023,   40,   70,    0,  120
  260,20031024,   18,   30,   10,   70
  260,20031025,   29,   40,   10,  100
  260,20031026,   24,   30,   10,   70
  260,20031027,   10,   10,   10,   30
  260,20031028,   16,   20,   10,   50
  260,20031029,   31,   50,   10,   90
  260,20031030,   32,   40,   20,   70
  260,20031031,   35,   60,   10,  100
  260,20031101,   29,   40,   10,   80
  260,20031102,   57,   80,   30,  150
  260,20031103,   57,   90,   30,  170
  260,20031104,   29,   40,   20,   70
  260,20031105,   34,   50,   20,   80
  260,20031106,   21,   40,   10,   60
  260,20031107,   48,   70,   20,  110
  260,20031108,   48,   70,   20,  130
  260,20031109,   28,   40,   20,   60
  260,20031110,   21,   40,   10,   60
  260,20031111,   32,   40,   20,   70
  260,20031112,   29,   40,   20,   70
  260,20031113,   28,   40,   20,   70
  260,20031114,   46,   60,   20,  100
  260,20031115,   43,   60,   20,  120
  260,20031116,   15,   30,    0,   60
  260,20031117,   48,   80,   20,  130
  260,20031118,   44,   50,   30,  110
  260,20031119,   52,   80,   30,  150
  260,20031120,   41,   50,   30,  100
  260,20031121,   32,   40,   20,   70
  260,20031122,   39,   60,   20,  100
  260,20031123,   25,   40,   10,   80
  260,20031124,   21,   30,   10,   70
  260,20031125,   23,   40,   10,   70
  260,20031126,   50,   70,   20,  120
  260,20031127,   10,   30,    0,   40
  260,20031128,   17,   30,    0,   60
  260,20031129,   45,   60,   30,  100
  260,20031130,   31,   40,   20,   80
  260,20031201,   38,   50,   20,   90
  260,20031202,   18,   30,   10,   60
  260,20031203,   25,   40,   10,   80
  260,20031204,   45,   60,   30,  110
  260,20031205,   19,   30,   10,   60
  260,20031206,   36,   60,   20,  120
  260,20031207,   29,   40,   20,   70
  260,20031208,   24,   30,   10,   70
  260,20031209,   17,   20,   10,   40
  260,20031210,   18,   30,   10,   60
  260,20031211,   46,   60,   30,  110
  260,20031212,   27,   60,   10,  100
  260,20031213,   71,   90,   50,  170
  260,20031214,   54,   60,   30,  170
  260,20031215,   38,   60,   20,  160
  260,20031216,   26,   50,   10,   80
  260,20031217,   30,   40,   20,   70
  260,20031218,   23,   30,   20,   50
  260,20031219,   23,   30,   20,   60
  260,20031220,   53,   90,   20,  180
  260,20031221,   63,   90,   20,  190
  260,20031222,   28,   60,   20,  160
  260,20031223,   33,   50,   10,   90
  260,20031224,   40,   50,   30,   90
  260,20031225,   49,   60,   40,  110
  260,20031226,   55,   70,   50,  150
  260,20031227,   57,   70,   40,  150
  260,20031228,   43,   70,   20,  130
  260,20031229,   34,   60,   10,  110
  260,20031230,   17,   30,   10,   50
  260,20031231,   28,   40,   20,   70
  260,20040101,   40,   50,   20,   80
  260,20040102,   38,   50,   20,   90
  260,20040103,   20,   40,   10,   70
  260,20040104,   29,   50,   10,   80
  260,20040105,   24,   30,   10,   60
  260,20040106,   43,   60,   30,  120
  260,20040107,   29,   50,   20,  100
  260,20040108,   57,   80,   40,  130
  260,20040109,   35,   50,   20,   90
  260,20040110,   33,   50,   20,   80
  260,20040111,   57,   80,   40,  170
  260,20040112,   43,   60,   20,  110
  260,20040113,   69,   90,   40,  180
  260,20040114,   42,   60,   20,  140
  260,20040115,   45,   70,   20,  140
  260,20040116,   72,   80,   60,  170
  260,20040117,   55,   70,   30,  140
  260,20040118,   38,   70,   10,  140
  260,20040119,   50,   70,   40,  120
  260,20040120,   20,   50,    0,  120
  260,20040121,   19,   30,    0,   60
  260,20040122,   36,   50,   20,   90
  260,20040123,   29,   40,   20,   70
  260,20040124,   28,   40,   10,   70
  260,20040125,   18,   30,   10,   70
  260,20040126,   26,   40,   10,   80
  260,20040127,   19,   30,    0,   80
  260,20040128,   36,   50,   20,  110
  260,20040129,   38,   60,   20,  130
  260,20040130,   51,   70,   40,  110
  260,20040131,   85,  140,   50,  270
  260,20040201,   72,  110,   50,  210
  260,20040202,   58,   80,   10,  180
  260,20040203,   68,   90,   50,  160
  260,20040204,   72,   90,   50,  160
  260,20040205,   57,   70,   40,  140
  260,20040206,   58,   80,   40,  180
  260,20040207,   70,   90,   50,  180
  260,20040208,   68,   80,   50,  190
  260,20040209,   36,   60,   20,  170
  260,20040210,   48,   70,   20,  130
  260,20040211,   32,   50,   10,  110
  260,20040212,   15,   20,   10,   50
  260,20040213,   19,   30,   10,   60
  260,20040214,   19,   30,   10,   50
  260,20040215,   11,   20,    0,   30
  260,20040216,   12,   20,    0,   40
  260,20040217,   21,   30,   20,   60
  260,20040218,   38,   60,   20,  130
  260,20040219,   51,   70,   30,  130
  260,20040220,   48,   70,   30,  110
  260,20040221,   30,   40,   20,   80
  260,20040222,   38,   70,   20,  120
  260,20040223,   29,   60,   10,  110
  260,20040224,   41,   70,   20,  130
  260,20040225,   27,   40,   10,  120
  260,20040226,   41,   60,   30,  110
  260,20040227,   27,   40,   10,  100
